,League,Team,Year_start,Year_end,Matches,Wins,Draws,Loses,GoalsScored,GoalsReceived,Points,Estimated_Wins,Estimated_Draws,Estimated_Loses,Estimated_Points_Extended,Delta_Points_Extended
768,serie a,Lazio,2021,2022,38,18,10,10,77,58,64,20.0,6.0,12.0,67.0,-3.0
769,serie a,Roma,2021,2022,38,18,9,11,59,43,63,20.0,8.0,10.0,68.0,-5.0
770,serie a,Fiorentina,2021,2022,38,19,5,14,59,51,62,19.0,7.0,12.0,65.0,-3.0
771,serie a,Atalanta,2021,2022,38,16,11,11,65,48,59,20.0,7.0,11.0,68.0,-9.0
772,serie a,Verona,2021,2022,38,14,11,13,65,59,53,19.0,6.0,13.0,63.0,-10.0
773,serie a,Torino,2021,2022,38,13,11,14,46,41,50,19.0,9.0,10.0,66.0,-16.0
774,serie a,Sassuolo,2021,2022,38,13,11,14,64,66,50,18.0,6.0,14.0,61.0,-11.0
775,serie a,Udinese,2021,2022,38,11,14,13,61,58,47,19.0,7.0,12.0,63.0,-16.0
776,serie a,Bologna,2021,2022,38,12,10,16,44,55,46,17.0,8.0,13.0,59.0,-13.0
777,serie a,Empoli,2021,2022,38,10,11,17,50,70,41,16.0,7.0,15.0,55.0,-14.0
778,serie a,Sampdoria,2021,2022,38,10,6,22,46,63,36,16.0,7.0,15.0,56.0,-20.0
779,serie a,Spezia,2021,2022,38,10,6,22,41,71,36,15.0,7.0,16.0,52.0,-16.0
780,serie a,Salernitana,2021,2022,38,7,10,21,33,78,31,13.0,8.0,17.0,47.0,-16.0
781,serie a,Cagliari,2021,2022,38,6,12,20,34,68,30,14.0,8.0,16.0,50.0,-20.0
782,serie a,Genoa,2021,2022,38,4,16,18,27,60,28,13.0,9.0,16.0,49.0,-21.0
783,serie a,Venezia,2021,2022,38,6,9,23,34,69,27,14.0,8.0,16.0,49.0,-22.0
