,Team,player_number,Year_start,Year_end,games,start_games,sub_games,mins,goals,assists,yellow_cards,red_cards,shots_per_game,pass_success_percentage,aerials_won,man_of_the_match,rating
10,Borussia Dortmund,13423,2015,2016,16(9),16,9.0,1484,3,7,1,0,0.8,82.2,0.4,1,7.0
11,Borussia Dortmund,25482,2015,2016,5(1),5,1.0,463,0,0,2,0,0.3,87.2,2.8,0,6.98
12,Borussia Dortmund,43364,2015,2016,22(4),22,4.0,2059,0,4,2,0,0.8,83.6,1.7,1,6.92
13,Borussia Dortmund,22589,2015,2016,14(5),14,5.0,1245,0,0,1,0,0.2,91.0,1.9,0,6.91
14,Borussia Dortmund,5490,2015,2016,1,1,0.0,90,0,0,0,0,0.0,56.5,0.0,0,6.9
15,Borussia Dortmund,302692,2015,2016,4(5),4,5.0,387,2,0,1,0,0.9,77.9,0.4,0,6.88
16,Borussia Dortmund,115163,2015,2016,4(3),4,3.0,288,1,2,0,0,0.9,73.7,0.3,0,6.87
17,Borussia Dortmund,115165,2015,2016,10(4),10,4.0,865,1,1,2,0,0.9,75.6,0.5,1,6.83
18,Borussia Dortmund,66209,2015,2016,4(1),4,1.0,310,0,0,0,0,0.6,84.9,1.0,0,6.79
19,Borussia Dortmund,24420,2015,2016,9(18),9,18.0,931,9,4,0,0,1.4,67.3,1.8,1,6.76
20,Borussia Dortmund,14176,2015,2016,6(3),6,3.0,506,0,2,1,0,0.4,89.4,1.3,0,6.63
21,Borussia Dortmund,312843,2015,2016,2(1),2,1.0,181,0,0,0,0,0.0,86.3,0.3,0,6.61
22,Borussia Dortmund,63936,2015,2016,33,33,0.0,2970,0,0,1,0,0.0,73.5,0.3,0,6.55
23,Borussia Dortmund,130334,2015,2016,0(6),0,6.0,160,0,1,0,0,0.7,81.3,0.0,0,6.53
24,Borussia Dortmund,91159,2015,2016,2(7),2,7.0,320,0,1,0,0,0.7,85.9,0.1,0,6.5
25,Borussia Dortmund,80994,2015,2016,0(1),0,1.0,12,0,0,0,0,0.0,90.0,0.0,0,6.01
0,Eintracht Frankfurt,5486,2015,2016,19,19,0.0,1658,12,1,0,1,2.6,66.9,5.4,3,7.32
1,Eintracht Frankfurt,116466,2015,2016,24(2),24,2.0,2051,2,1,9,0,1.5,76.6,0.7,1,7.07
2,Eintracht Frankfurt,7421,2015,2016,14(1),14,1.0,1184,1,2,5,0,1.3,75.6,1.8,1,7.02
3,Eintracht Frankfurt,67925,2015,2016,30,30,0.0,2700,0,0,7,0,0.3,78.4,1.2,0,6.9
4,Eintracht Frankfurt,13753,2015,2016,26(2),26,2.0,2350,3,2,9,0,0.8,79.1,3.4,1,6.87
5,Eintracht Frankfurt,71862,2015,2016,13(5),13,5.0,1221,0,2,3,0,0.5,66.1,1.6,0,6.77
6,Eintracht Frankfurt,23199,2015,2016,28(3),28,3.0,2548,0,0,8,0,0.4,80.5,3.5,1,6.76
7,Eintracht Frankfurt,33134,2015,2016,21(3),21,3.0,1793,0,0,8,1,0.2,84.5,2.1,0,6.75
8,Eintracht Frankfurt,64846,2015,2016,34,34,0.0,3060,0,0,0,0,0.0,58.1,0.4,1,6.73
9,Eintracht Frankfurt,16954,2015,2016,31(1),31,1.0,2674,1,2,9,0,0.2,75.7,1.6,0,6.72
10,Eintracht Frankfurt,35433,2015,2016,9(2),9,2.0,802,0,2,2,0,1.7,78.9,0.8,1,6.71
11,Eintracht Frankfurt,40942,2015,2016,14(1),14,1.0,1198,1,1,2,0,0.5,84.3,1.4,0,6.69
12,Eintracht Frankfurt,19956,2015,2016,7(2),7,2.0,608,1,1,2,0,1.3,69.0,0.8,0,6.69
13,Eintracht Frankfurt,74016,2015,2016,25(4),25,4.0,2211,3,5,10,0,2.0,65.4,3.4,1,6.68
14,Eintracht Frankfurt,14166,2015,2016,27(4),27,4.0,2405,3,3,7,0,1.4,72.0,1.7,0,6.63
15,Eintracht Frankfurt,82646,2015,2016,12(7),12,7.0,942,4,1,1,0,0.9,69.9,1.2,2,6.57
16,Eintracht Frankfurt,20151,2015,2016,8(4),8,4.0,752,0,0,2,0,0.3,67.4,0.4,1,6.46
17,Eintracht Frankfurt,243758,2015,2016,1(1),1,1.0,91,0,0,0,0,0.0,60.0,0.0,0,6.36
18,Eintracht Frankfurt,297236,2015,2016,9(1),9,1.0,812,0,0,1,0,0.3,74.4,0.6,0,6.35
19,Eintracht Frankfurt,300318,2015,2016,4(3),4,3.0,330,0,0,1,0,0.6,65.4,0.4,0,6.35
20,Eintracht Frankfurt,69467,2015,2016,5(7),5,7.0,665,0,0,4,0,0.3,67.8,1.0,0,6.34
21,Eintracht Frankfurt,31839,2015,2016,1(4),1,4.0,137,0,1,0,0,0.4,69.7,0.6,0,6.24
22,Eintracht Frankfurt,63012,2015,2016,6(8),6,8.0,556,1,0,0,1,0.1,78.4,0.7,0,6.23
23,Eintracht Frankfurt,292096,2015,2016,1(2),1,2.0,85,0,0,1,0,1.3,61.5,0.7,0,6.23
24,Eintracht Frankfurt,38820,2015,2016,1,1,0.0,46,0,0,0,0,0.0,66.7,0.0,0,6.22
25,Eintracht Frankfurt,148484,2015,2016,0(12),0,12.0,229,0,1,0,0,0.4,68.2,0.4,0,6.16
26,Eintracht Frankfurt,129171,2015,2016,1(1),1,1.0,79,0,0,1,0,0.0,82.9,0.5,0,6.11
27,Eintracht Frankfurt,90966,2015,2016,1(7),1,7.0,272,0,0,0,0,0.9,69.4,0.0,0,6.09
28,Eintracht Frankfurt,69477,2015,2016,2(3),2,3.0,110,0,0,1,0,0.4,81.3,0.4,0,6.07
29,Eintracht Frankfurt,301109,2015,2016,0(1),0,1.0,5,0,0,0,0,0.0,100.0,0.0,0,5.9
0,RasenBallsport Leipzig,115161,2015,2016,22(2),22,2.0,1988,2,3,4,0,1.2,68.5,2.7,3,7.5
1,RasenBallsport Leipzig,37940,2015,2016,24(2),24,2.0,2074,1,1,10,0,0.6,76.9,4.4,5,7.44
2,RasenBallsport Leipzig,104917,2015,2016,32,32,0.0,2844,1,1,9,1,0.8,77.6,5.6,2,7.43
3,RasenBallsport Leipzig,141716,2015,2016,30(2),30,2.0,2580,8,6,3,0,2.5,73.4,0.9,2,7.36
4,RasenBallsport Leipzig,18639,2015,2016,22(1),22,1.0,1997,3,1,1,0,0.9,77.8,4.0,1,7.23
5,RasenBallsport Leipzig,91067,2015,2016,30,30,0.0,2574,7,6,5,0,2.1,74.6,1.1,2,7.2
6,RasenBallsport Leipzig,133886,2015,2016,26(2),26,2.0,2190,0,2,7,0,0.4,76.1,1.1,1,7.17
7,RasenBallsport Leipzig,92051,2015,2016,32,32,0.0,2780,8,5,4,0,2.6,65.7,1.2,0,7.11
8,RasenBallsport Leipzig,132943,2015,2016,22(10),22,10.0,1991,7,4,7,0,1.9,65.4,3.8,2,6.93
9,RasenBallsport Leipzig,86191,2015,2016,7(5),7,5.0,600,1,0,3,0,0.3,72.9,5.1,0,6.9
10,RasenBallsport Leipzig,143600,2015,2016,28(2),28,2.0,2481,1,4,2,0,0.8,71.2,1.7,0,6.9
11,RasenBallsport Leipzig,69630,2015,2016,1,1,0.0,77,0,0,0,0,0.0,37.0,1.0,0,6.87
12,RasenBallsport Leipzig,137852,2015,2016,20(10),20,10.0,1821,10,1,4,0,1.9,55.3,3.4,3,6.81
13,RasenBallsport Leipzig,93937,2015,2016,11(13),11,13.0,1230,2,2,2,0,2.0,69.7,0.4,0,6.73
14,RasenBallsport Leipzig,115565,2015,2016,11(11),11,11.0,1108,0,0,4,0,0.4,73.3,1.5,1,6.66
15,RasenBallsport Leipzig,76513,2015,2016,7(4),7,4.0,699,0,0,1,0,1.2,67.1,0.4,0,6.65
16,RasenBallsport Leipzig,299057,2015,2016,1(1),1,1.0,134,0,0,1,0,1.5,57.4,1.5,0,6.56
17,RasenBallsport Leipzig,67369,2015,2016,13(1),13,1.0,1227,0,0,0,0,0.0,61.2,0.4,0,6.56
18,RasenBallsport Leipzig,21083,2015,2016,21,21,0.0,1833,0,0,0,0,0.0,59.1,0.2,1,6.54
19,RasenBallsport Leipzig,110266,2015,2016,10(9),10,9.0,808,0,0,2,0,0.2,70.3,1.9,0,6.49
20,RasenBallsport Leipzig,132946,2015,2016,3(3),3,3.0,209,0,0,1,0,0.3,79.6,2.2,0,6.38
21,RasenBallsport Leipzig,143463,2015,2016,0(4),0,4.0,69,0,0,0,0,0.8,61.3,0.3,0,6.28
22,RasenBallsport Leipzig,243509,2015,2016,1(18),1,18.0,331,1,1,0,0,0.6,64.6,1.4,0,6.25
23,RasenBallsport Leipzig,330505,2015,2016,0(1),0,1.0,1,0,0,0,0,0.0,100.0,0.0,0,6.0
0,Wolfsburg,14172,2015,2016,29,29,0.0,2596,0,1,2,0,1.7,87.3,4.0,1,7.17
1,Wolfsburg,96449,2015,2016,19(2),19,2.0,1522,5,5,4,1,1.6,83.4,1.0,1,7.17
2,Wolfsburg,22652,2015,2016,22(4),22,4.0,1904,1,5,3,0,1.1,77.7,1.0,2,7.16
3,Wolfsburg,61610,2015,2016,23(1),23,1.0,2067,2,3,3,0,1.1,83.1,2.0,1,7.1
4,Wolfsburg,70524,2015,2016,2,2,0.0,164,1,0,0,0,1.5,75.6,1.0,0,7.04
5,Wolfsburg,82362,2015,2016,20(9),20,9.0,1825,2,5,4,0,1.4,78.0,0.7,2,6.98
6,Wolfsburg,70105,2015,2016,26(4),26,4.0,2330,2,0,3,0,0.8,88.1,1.6,1,6.98
7,Wolfsburg,77461,2015,2016,21(8),21,8.0,1904,9,3,5,0,2.4,78.5,0.8,2,6.93
8,Wolfsburg,73797,2015,2016,13,13,0.0,1170,0,0,1,0,0.0,70.3,0.5,0,6.9
9,Wolfsburg,6683,2015,2016,23,23,0.0,2065,1,0,4,2,0.7,87.5,3.0,0,6.87
10,Wolfsburg,77114,2015,2016,7(1),7,1.0,633,1,0,1,0,0.5,89.6,2.1,0,6.86
11,Wolfsburg,10154,2015,2016,14(7),14,7.0,1305,1,2,1,0,0.6,78.7,1.6,1,6.86
12,Wolfsburg,20626,2015,2016,23(6),23,6.0,2070,0,1,2,0,0.3,79.5,1.3,1,6.85
13,Wolfsburg,34323,2015,2016,14(8),14,8.0,1368,8,2,0,0,1.8,75.9,3.1,0,6.81
14,Wolfsburg,31552,2015,2016,28(4),28,4.0,2427,6,6,3,0,1.9,82.3,0.6,2,6.8
15,Wolfsburg,43369,2015,2016,22,22,0.0,1810,1,2,8,0,1.0,88.3,1.2,1,6.8
16,Wolfsburg,108919,2015,2016,22(9),22,9.0,2038,3,2,4,0,0.9,84.8,0.6,1,6.73
17,Wolfsburg,100591,2015,2016,9(2),9,2.0,817,1,0,1,0,0.2,86.2,2.1,1,6.7
18,Wolfsburg,73084,2015,2016,2,2,0.0,165,0,0,1,0,2.0,74.0,0.0,0,6.69
19,Wolfsburg,71852,2015,2016,5(6),5,6.0,520,0,1,1,0,0.4,82.0,0.9,0,6.54
20,Wolfsburg,279575,2015,2016,2(5),2,5.0,250,0,1,1,0,0.6,68.8,1.4,0,6.43
21,Wolfsburg,10714,2015,2016,21,21,0.0,1890,0,0,1,0,0.0,77.2,0.2,0,6.41
22,Wolfsburg,142227,2015,2016,2(2),2,2.0,177,0,0,0,0,0.5,75.4,0.8,0,6.36
23,Wolfsburg,296650,2015,2016,0(2),0,2.0,20,0,0,0,0,0.0,77.8,0.0,0,6.31
24,Wolfsburg,243532,2015,2016,0(1),0,1.0,8,0,0,0,0,0.0,84.2,0.0,0,6.27
25,Wolfsburg,13819,2015,2016,4(9),4,9.0,414,2,0,2,0,0.7,63.9,0.9,0,6.18
26,Wolfsburg,98940,2015,2016,0(1),0,1.0,8,0,0,0,0,0.0,71.4,0.0,0,6.15
27,Wolfsburg,10161,2015,2016,1(1),1,1.0,82,0,0,0,0,0.0,82.4,0.0,0,6.14
28,Wolfsburg,303106,2015,2016,0(4),0,4.0,44,0,0,0,0,0.3,72.7,0.0,0,6.07
0,Bayern Munich,74939,2016,2017,26(1),26,1.0,2291,6,5,4,0,1.3,90.2,1.7,6,8.28
1,Bayern Munich,4173,2016,2017,21(5),21,5.0,1830,13,9,0,0,3.2,81.2,0.3,5,7.82
2,Bayern Munich,29400,2016,2017,31(2),31,2.0,2777,30,5,5,0,4.3,75.2,1.9,6,7.74
3,Bayern Munich,9016,2016,2017,14(8),14,8.0,1242,5,11,2,0,1.0,83.9,0.4,1,7.38
4,Bayern Munich,10168,2016,2017,3,3,0.0,270,0,0,0,0,0.0,79.7,0.0,0,7.35
5,Bayern Munich,21541,2016,2017,24(3),24,3.0,2181,1,1,4,0,1.1,88.8,3.4,2,7.32
6,Bayern Munich,37099,2016,2017,25(4),25,4.0,2265,5,12,0,0,2.2,76.0,1.8,1,7.3
7,Bayern Munich,25008,2016,2017,21(6),21,6.0,1824,4,2,8,0,1.4,87.8,2.1,1,7.28
8,Bayern Munich,14091,2016,2017,25,25,0.0,2135,1,1,5,0,0.4,91.6,2.4,0,7.27
9,Bayern Munich,4961,2016,2017,22(5),22,5.0,1906,3,2,6,0,0.9,89.4,1.6,1,7.22
10,Bayern Munich,68889,2016,2017,14(9),14,9.0,1374,4,3,2,0,1.9,80.2,0.1,0,7.17
11,Bayern Munich,39722,2016,2017,29(3),29,3.0,2508,4,4,1,0,1.0,88.6,0.7,1,7.14
12,Bayern Munich,5570,2016,2017,24(2),24,2.0,2090,1,2,1,0,0.3,90.0,0.7,0,7.14
13,Bayern Munich,106894,2016,2017,13(5),13,5.0,1236,2,2,1,0,0.6,89.9,0.9,2,7.13
14,Bayern Munich,283323,2016,2017,15(12),15,12.0,1542,6,1,1,0,1.1,89.9,0.9,2,6.99
15,Bayern Munich,13755,2016,2017,10(10),10,10.0,1021,1,1,2,0,0.3,89.7,0.5,0,6.91
16,Bayern Munich,125883,2016,2017,10(9),10,9.0,917,2,1,1,0,1.2,84.3,0.5,0,6.83
17,Bayern Munich,23589,2016,2017,10(3),10,3.0,828,0,1,1,0,0.3,87.6,1.2,0,6.73
18,Bayern Munich,13754,2016,2017,26,26,0.0,2340,0,0,0,0,0.0,80.9,0.1,0,6.65
19,Bayern Munich,299450,2016,2017,6(11),6,11.0,618,0,0,3,0,0.7,88.0,0.4,0,6.43
20,Bayern Munich,35506,2016,2017,5,5,0.0,450,0,0,0,0,0.0,87.6,0.0,0,6.29
21,Bayern Munich,29943,2016,2017,0(1),0,1.0,28,0,0,0,0,0.0,96.4,0.0,0,6.11
0,Bayer Leverkusen,110373,2016,2017,14(1),14,1.0,1217,6,5,1,0,3.1,77.6,1.7,3,7.49
1,Bayer Leverkusen,296769,2016,2017,27(2),27,2.0,2427,0,2,1,0,0.2,75.9,0.9,0,7.06
2,Bayer Leverkusen,6624,2016,2017,7,7,0.0,586,0,0,2,0,0.3,70.7,2.4,0,7.06
3,Bayer Leverkusen,132273,2016,2017,27(5),27,5.0,2529,2,2,8,1,0.6,79.9,1.2,0,7.01
4,Bayer Leverkusen,326413,2016,2017,15(9),15,9.0,1451,4,5,2,0,1.3,73.7,3.7,1,6.96
5,Bayer Leverkusen,141556,2016,2017,25(7),25,7.0,2306,3,8,0,0,1.4,77.7,0.7,1,6.95
6,Bayer Leverkusen,80994,2016,2017,28(2),28,2.0,2539,1,2,4,0,1.1,83.8,0.4,0,6.94
7,Bayer Leverkusen,91060,2016,2017,14(2),14,2.0,1119,2,6,4,0,2.2,72.3,0.4,1,6.93
8,Bayer Leverkusen,134946,2016,2017,16(3),16,3.0,1637,1,1,1,0,0.5,82.9,2.4,0,6.92
9,Bayer Leverkusen,29940,2016,2017,9,9,0.0,610,0,1,4,0,0.6,76.6,1.7,0,6.91
10,Bayer Leverkusen,35003,2016,2017,20(6),20,6.0,1815,11,3,1,0,2.0,73.4,1.3,2,6.89
11,Bayer Leverkusen,101112,2016,2017,1(2),1,2.0,146,0,0,0,0,1.3,81.4,1.0,0,6.74
12,Bayer Leverkusen,125095,2016,2017,16(2),16,2.0,1423,1,0,2,1,0.6,73.3,2.7,0,6.72
13,Bayer Leverkusen,43589,2016,2017,25,25,0.0,2104,1,0,6,0,0.4,84.4,2.9,0,6.72
14,Bayer Leverkusen,27124,2016,2017,19(3),19,3.0,1566,0,1,1,0,0.6,86.3,0.9,1,6.71
15,Bayer Leverkusen,92812,2016,2017,16(7),16,7.0,1472,6,2,3,1,1.5,68.5,1.3,1,6.71
16,Bayer Leverkusen,25657,2016,2017,22(4),22,4.0,1822,2,2,7,1,0.7,79.6,0.7,0,6.66
17,Bayer Leverkusen,139623,2016,2017,1(10),1,10.0,185,6,0,0,0,1.6,63.3,1.3,1,6.66
18,Bayer Leverkusen,8096,2016,2017,6(14),6,14.0,749,4,1,0,0,1.2,65.0,2.9,2,6.62
19,Bayer Leverkusen,94934,2016,2017,1(2),1,2.0,110,0,1,0,0,0.0,73.7,2.0,0,6.62
20,Bayer Leverkusen,40560,2016,2017,15(4),15,4.0,1258,0,1,1,0,0.3,84.6,2.1,0,6.6
21,Bayer Leverkusen,92173,2016,2017,34,34,0.0,3060,0,0,0,0,0.0,65.2,0.1,1,6.58
22,Bayer Leverkusen,41881,2016,2017,16(6),16,6.0,1264,3,0,1,0,0.7,75.6,1.1,0,6.52
23,Bayer Leverkusen,327682,2016,2017,0(8),0,8.0,133,0,0,1,0,0.8,65.9,0.1,0,6.32
0,Borussia Dortmund,299513,2016,2017,22(10),22,10.0,2042,6,12,7,0,1.7,67.0,0.2,5,7.44
1,Borussia Dortmund,44120,2016,2017,31(1),31,1.0,2782,31,2,3,0,3.6,69.7,1.3,3,7.42
2,Borussia Dortmund,83686,2016,2017,18(1),18,1.0,1561,0,3,5,0,1.1,82.3,2.7,0,7.24
3,Borussia Dortmund,22210,2016,2017,26,26,0.0,2300,2,0,7,0,0.8,87.8,3.7,2,7.21
4,Borussia Dortmund,115375,2016,2017,17(7),17,7.0,1483,6,3,0,0,1.4,80.1,0.3,3,7.18
5,Borussia Dortmund,41330,2016,2017,16(1),16,1.0,1190,7,4,1,1,2.5,75.5,0.4,1,7.15
6,Borussia Dortmund,11090,2016,2017,23(2),23,2.0,2036,5,1,1,0,0.8,80.5,2.0,2,7.1
7,Borussia Dortmund,142318,2016,2017,27(3),27,3.0,2416,0,0,2,0,0.2,89.5,1.8,0,7.07
8,Borussia Dortmund,24420,2016,2017,4(3),4,3.0,356,2,1,2,0,1.7,66.3,3.0,0,7.02
9,Borussia Dortmund,13423,2016,2017,23(5),23,5.0,1927,3,6,5,0,1.1,84.0,0.4,1,6.97
10,Borussia Dortmund,43364,2016,2017,25(1),25,1.0,2195,0,1,3,0,1.0,82.6,1.7,1,6.94
11,Borussia Dortmund,77461,2016,2017,8(7),8,7.0,745,2,2,3,0,2.4,72.1,0.6,1,6.89
12,Borussia Dortmund,302692,2016,2017,15(14),15,14.0,1518,3,6,1,0,1.1,73.2,0.7,0,6.88
13,Borussia Dortmund,42862,2016,2017,13(8),13,8.0,1259,1,6,3,0,1.0,85.3,0.6,1,6.82
14,Borussia Dortmund,110182,2016,2017,26(3),26,3.0,2475,0,1,4,0,0.7,87.2,3.2,0,6.8
15,Borussia Dortmund,115165,2016,2017,10(3),10,3.0,976,0,2,1,0,0.7,73.0,0.9,0,6.8
16,Borussia Dortmund,317999,2016,2017,5(7),5,7.0,476,1,2,0,1,0.8,75.0,0.3,0,6.71
17,Borussia Dortmund,80382,2016,2017,9(2),9,2.0,763,1,1,1,0,0.5,82.5,0.2,0,6.7
18,Borussia Dortmund,63936,2016,2017,27,27,0.0,2430,0,0,2,0,0.0,74.4,0.3,0,6.67
19,Borussia Dortmund,312843,2016,2017,6(4),6,4.0,534,0,0,1,0,0.3,89.6,0.4,0,6.62
20,Borussia Dortmund,14176,2016,2017,4(1),4,1.0,232,0,0,1,0,0.2,88.0,0.4,0,6.59
21,Borussia Dortmund,238916,2016,2017,2(6),2,6.0,293,0,0,1,0,0.6,83.7,1.6,0,6.54
22,Borussia Dortmund,22589,2016,2017,3(3),3,3.0,273,0,1,0,0,0.3,93.0,0.3,0,6.49
23,Borussia Dortmund,65581,2016,2017,5(9),5,9.0,575,1,0,0,0,0.4,88.9,0.9,0,6.46
24,Borussia Dortmund,306672,2016,2017,1,1,0.0,90,0,0,1,0,0.0,80.3,1.0,0,6.33
25,Borussia Dortmund,66209,2016,2017,1(1),1,1.0,65,0,0,0,0,0.0,93.3,1.0,0,6.29
26,Borussia Dortmund,5490,2016,2017,7,7,0.0,630,0,0,0,0,0.0,75.7,0.0,0,6.06
0,Eintracht Frankfurt,35433,2016,2017,23(1),23,1.0,2058,7,4,10,0,2.7,78.6,0.9,3,7.18
1,Eintracht Frankfurt,115996,2016,2017,27(1),27,1.0,2450,0,0,13,0,0.4,80.7,2.4,1,7.09
2,Eintracht Frankfurt,116466,2016,2017,2,2,0.0,131,0,0,0,0,0.0,60.9,0.0,0,7.09
3,Eintracht Frankfurt,23199,2016,2017,30,30,0.0,2585,1,2,5,1,0.6,82.8,3.0,4,7.05
4,Eintracht Frankfurt,16954,2016,2017,21(1),21,1.0,1887,1,1,2,0,0.4,82.3,1.8,0,6.97
5,Eintracht Frankfurt,67925,2016,2017,33,33,0.0,2952,1,4,5,0,0.3,77.8,0.9,1,6.96
6,Eintracht Frankfurt,238901,2016,2017,22(3),22,3.0,2055,1,0,4,0,0.2,85.2,2.2,0,6.88
7,Eintracht Frankfurt,69467,2016,2017,31(1),31,1.0,2817,0,3,7,1,0.6,73.1,2.2,2,6.88
8,Eintracht Frankfurt,300318,2016,2017,26(2),26,2.0,2234,2,0,9,0,1.0,71.0,1.2,0,6.82
9,Eintracht Frankfurt,39336,2016,2017,1(1),1,1.0,174,0,0,0,0,0.0,35.0,0.5,0,6.82
10,Eintracht Frankfurt,5486,2016,2017,15(6),15,6.0,1396,5,2,1,0,2.0,65.1,3.3,0,6.76
11,Eintracht Frankfurt,7421,2016,2017,14(1),14,1.0,1047,2,2,3,1,0.7,78.0,0.8,1,6.73
12,Eintracht Frankfurt,329618,2016,2017,6(12),6,12.0,653,2,2,1,0,0.4,70.2,0.6,0,6.65
13,Eintracht Frankfurt,145385,2016,2017,6(1),6,1.0,431,0,0,1,0,0.0,77.5,0.9,0,6.64
14,Eintracht Frankfurt,101735,2016,2017,16(8),16,8.0,1407,2,2,10,0,1.8,52.4,1.4,1,6.61
15,Eintracht Frankfurt,129289,2016,2017,3(1),3,1.0,186,0,0,0,0,0.0,87.8,1.5,0,6.57
16,Eintracht Frankfurt,91840,2016,2017,14(8),14,8.0,1356,1,0,4,1,0.3,70.6,1.5,0,6.52
17,Eintracht Frankfurt,99989,2016,2017,22(6),22,6.0,1750,5,1,2,0,1.4,77.3,0.6,1,6.52
18,Eintracht Frankfurt,64846,2016,2017,33,33,0.0,2883,0,0,2,1,0.0,63.4,0.3,0,6.47
19,Eintracht Frankfurt,132348,2016,2017,3(11),3,11.0,453,1,1,0,0,1.6,67.3,0.7,0,6.44
20,Eintracht Frankfurt,312666,2016,2017,2(1),2,1.0,168,0,0,1,0,0.3,72.7,1.0,0,6.29
21,Eintracht Frankfurt,74016,2016,2017,11(14),11,14.0,1061,3,0,1,1,1.2,62.0,1.2,0,6.28
22,Eintracht Frankfurt,79522,2016,2017,8(6),8,6.0,694,0,0,0,0,0.1,76.3,0.5,0,6.28
23,Eintracht Frankfurt,13753,2016,2017,3(1),3,1.0,243,0,0,1,0,1.0,80.5,0.5,0,6.23
24,Eintracht Frankfurt,131050,2016,2017,1(12),1,12.0,325,1,0,1,0,0.5,70.1,0.1,0,6.19
25,Eintracht Frankfurt,285993,2016,2017,1(2),1,2.0,86,0,0,1,0,0.3,59.1,0.0,0,6.11
0,RasenBallsport Leipzig,141716,2016,2017,27(3),27,3.0,2349,8,19,1,1,1.6,76.2,0.6,9,7.75
1,RasenBallsport Leipzig,243510,2016,2017,29(2),29,2.0,2416,8,7,8,0,1.4,81.8,0.6,3,7.6
2,RasenBallsport Leipzig,130903,2016,2017,28(3),28,3.0,2435,21,5,4,0,2.4,67.5,0.9,4,7.29
3,RasenBallsport Leipzig,104917,2016,2017,28,28,0.0,2518,3,1,7,1,0.8,81.5,4.5,0,7.28
4,RasenBallsport Leipzig,302588,2016,2017,21(1),21,1.0,1894,0,1,3,0,0.6,74.4,3.3,0,7.24
5,RasenBallsport Leipzig,115161,2016,2017,30,30,0.0,2659,0,1,4,0,0.9,72.2,3.2,1,7.2
6,RasenBallsport Leipzig,133886,2016,2017,32,32,0.0,2872,1,3,4,0,0.4,79.1,0.9,1,7.15
7,RasenBallsport Leipzig,18639,2016,2017,25,25,0.0,2102,2,0,6,0,0.3,79.5,2.4,2,7.08
8,RasenBallsport Leipzig,92051,2016,2017,31(1),31,1.0,2601,8,4,3,0,2.5,68.1,0.7,1,7.06
9,RasenBallsport Leipzig,37940,2016,2017,29(4),29,4.0,2644,0,0,8,0,0.3,78.2,2.7,0,7.06
10,RasenBallsport Leipzig,132943,2016,2017,25(4),25,4.0,2068,5,4,4,0,1.6,65.7,4.0,0,7.01
11,RasenBallsport Leipzig,21083,2016,2017,1,1,0.0,90,0,0,0,0,0.0,73.5,2.0,0,6.9
12,RasenBallsport Leipzig,327721,2016,2017,8(4),8,4.0,666,0,0,3,0,0.1,78.6,2.8,0,6.85
13,RasenBallsport Leipzig,146633,2016,2017,11(5),11,5.0,990,0,2,2,0,0.6,67.7,1.4,0,6.77
14,RasenBallsport Leipzig,33063,2016,2017,0(1),0,1.0,27,0,0,0,0,0.0,33.3,6.0,0,6.73
15,RasenBallsport Leipzig,143600,2016,2017,1,1,0.0,90,0,0,1,0,1.0,62.5,1.0,0,6.67
16,RasenBallsport Leipzig,67369,2016,2017,33,33,0.0,2970,0,0,1,0,0.0,62.7,0.2,0,6.47
17,RasenBallsport Leipzig,91067,2016,2017,7(18),7,18.0,952,1,0,2,0,0.6,70.9,0.5,1,6.4
18,RasenBallsport Leipzig,333361,2016,2017,0(2),0,2.0,55,0,0,0,0,1.0,43.8,0.5,0,6.36
19,RasenBallsport Leipzig,137852,2016,2017,2(19),2,19.0,436,4,1,4,0,0.6,61.9,1.5,1,6.34
20,RasenBallsport Leipzig,244303,2016,2017,5(20),5,20.0,617,1,2,1,0,0.4,72.4,0.9,0,6.26
21,RasenBallsport Leipzig,93937,2016,2017,0(1),0,1.0,4,0,0,0,0,1.0,0.0,0.0,0,6.26
22,RasenBallsport Leipzig,110266,2016,2017,1(9),1,9.0,157,0,0,0,0,0.2,79.8,0.6,0,6.19
0,Wolfsburg,6255,2016,2017,32(1),32,1.0,2854,16,1,4,0,2.5,62.6,4.0,3,7.13
1,Wolfsburg,70105,2016,2017,17(2),17,2.0,1541,0,0,6,0,0.4,82.2,1.8,1,7.12
2,Wolfsburg,96449,2016,2017,12(1),12,1.0,1055,0,2,0,0,2.2,82.4,1.3,0,7.09
3,Wolfsburg,20626,2016,2017,7(4),7,4.0,696,0,1,0,0,0.5,71.3,0.9,1,6.94
4,Wolfsburg,86173,2016,2017,6(1),6,1.0,541,0,0,0,0,0.9,81.0,4.7,0,6.92
5,Wolfsburg,100591,2016,2017,21(2),21,2.0,1871,1,1,2,0,0.5,82.7,2.8,0,6.92
6,Wolfsburg,43369,2016,2017,26(1),26,1.0,2344,0,0,6,1,0.7,84.1,1.4,1,6.89
7,Wolfsburg,34323,2016,2017,1,1,0.0,81,0,1,0,0,0.0,48.3,4.0,0,6.88
8,Wolfsburg,71852,2016,2017,4,4,0.0,296,0,1,0,0,0.0,78.0,1.3,0,6.86
9,Wolfsburg,82362,2016,2017,13(3),13,3.0,1112,2,1,2,0,1.3,74.3,1.3,2,6.83
10,Wolfsburg,108919,2016,2017,28(4),28,4.0,2425,2,3,9,0,1.5,83.1,0.9,3,6.76
