,Unnamed: 0,age,height,id,name,position,weight
21,21,21,182,350088,Callum Hudson-Odoi, M(CLR),76
22,22,28,189,92547,Ross Barkley, M(CLR),76
23,23,25,173,303172,Charly Musonda, AM(LR),66
24,24,22,183,322418,Ethan Ampadu," D(C),DMC",78
25,25,25,172,280766,Jérémie Boga," AM(CLR),FW",68
3,3,31,193,95408,Virgil van Dijk, D(C),92
7,7,28,178,115726,Andrew Robertson," D(L),M(L)",64
20,20,25,187,136459,Dominic Solanke, FW,80
8,8,25,175,273257,Oleksandr Zinchenko," D(L),M(CLR)",64
9,9,28,191,122117,Aymeric Laporte, D(CL),86
13,13,31,184,88300,Danilo," D(CLR),DMC",78
15,15,28,185,105962,Benjamin Mendy," D(L),DMC,M(L)",85
17,17,28,173,136741,Bernardo Silva," M(CLR),FW",64
19,19,29,188,121774,Ederson, GK,86
22,22,22,171,331254,Phil Foden," AM(CLR),FW",70
23,23,23,171,317541,Brahim Díaz, AM(CLR),59
24,24,23,185,347340,Lukas Nmecha," AM(CR),FW",80
20,20,28,187,100008,Victor Lindelöf, D(CR),80
1,1,30,196,104732,Paulo Gazzaniga, GK,90
3,3,29,176,83683,Serge Aurier," D(CLR),M(R)",76
4,4,25,173,313672,Kyle Walker-Peters," D(LR),M(R)",62
11,11,26,187,322655,Davinson Sánchez, D(C),81
20,20,30,172,92508,Lucas Moura," AM(CLR),FW",72
22,22,37,193,13361,Fernando Llorente, FW,90
8,8,34,186,22210,Sokratis Papastathopoulos, D(CR),85
11,11,26,166,248109,Lucas Torreira, DMC,65
14,14,30,189,92173,Bernd Leno, GK,82
19,19,23,185,328983,Mattéo Guendouzi, M(C),68
24,24,38,182,15302,Stephan Lichtsteiner," D(R),M(R)",72
25,25,28,176,106525,Denis Suárez, M(CLR),69
27,27,21,178,367185,Bukayo Saka," D(L),M(CLR)",65
7,7,34,186,19729,Gonzalo Higuaín, FW,89
8,8,30,180,106968,Jorginho, DMC,65
14,14,28,178,93894,Mateo Kovacic, M(CL),78
16,16,27,189,113880,Kepa Arrizabalaga, GK,84
8,8,28,188,115916,Fabinho," D(CR),DMC",78
11,11,29,191,114147,Alisson, GK,91
13,13,27,172,243510,Naby Keïta, M(C),64
14,14,30,169,76304,Xherdan Shaqiri, M(CLR),72
22,22,22,175,355358,Rafael Camacho, M(LR),68
14,14,31,179,104749,Riyad Mahrez," AM(CLR),FW",67
14,14,23,183,353418,Diogo Dalot," D(LR),M(R)",76
19,19,29,169,114397,Fred, M(C),64
21,21,20,181,367782,Mason Greenwood," AM(R),FW",70
26,26,22,185,365244,Tahith Chong," AM(CLR),FW",75
27,27,21,186,367781,James Garner, M(C),78
9,9,24,179,335107,Juan Foyth," D(CR),DMC",69
24,24,22,175,364215,Oliver Skipp, DMC,70
27,27,25,179,329492,Luke Amos, M(C),70
0,0,27,183,239872,Nicolas Pépé," AM(LR),FW",73
3,3,29,193,141032,Pablo Marí, D(C),87
8,8,26,179,144890,Dani Ceballos, M(CL),70
14,14,25,178,297403,Kieran Tierney," D(CL),M(L)",70
18,18,31,172,69945,Cédric Soares," D(LR),M(R)",67
23,23,21,178,380706,Gabriel Martinelli," AM(L),FW",75
27,27,22,182,363686,Emile Smith Rowe, AM(CL),79
2,2,24,172,302692,Christian Pulisic," M(CLR),FW",69
5,5,23,178,343346,Mason Mount, M(CLR),70
8,8,22,182,361330,Reece James," D(CR),DMC,M(R)",82
18,18,21,0,386979,Tariq Lamptey," D(R),M(R)",0
22,22,21,166,381255,Billy Gilmour, DMC,60
24,24,20,185,384133,Faustino Anjorin, Midfielder,73
26,26,21,191,393407,Armando Broja, FW,0
13,13,21,183,386969,Neco Williams," D(R),M(LR)",72
17,17,21,185,355354,Curtis Jones, AM(C),75
21,21,35,190,73399,Adrián, GK,80
22,22,27,174,262838,Takumi Minamino," AM(CLR),FW",68
23,23,19,170,363982,Harvey Elliott, AM(CR),0
5,5,28,182,128967,João Cancelo," D(LR),M(R)",74
7,7,26,191,303139,Rodri, DMC,82
15,15,25,175,255089,Angeliño," D(L),M(L)",69
18,18,21,182,368091,Eric García, D(C),76
22,22,20,0,386856,Tommy Doyle, AM(C),0
0,0,28,179,123761,Bruno Fernandes, M(CLR),69
3,3,24,183,331924,Aaron Wan-Bissaka," D(R),M(R)",72
5,5,29,194,99487,Harry Maguire, D(C),100
13,13,22,171,384143,Brandon Williams," D(L),M(L)",63
14,14,24,171,302313,Daniel James," AM(LR),FW",76
24,24,33,181,31376,Odion Ighalo," AM(C),FW",73
3,3,23,184,384063,Japhet Tanganga, D(CR),76
13,13,25,181,321389,Tanguy Ndombélé, M(C),76
17,17,26,177,303908,Giovani Lo Celso," M(CR),FW",68
18,18,24,178,279425,Steven Bergwijn," AM(CLR),FW",78
22,22,22,178,322611,Ryan Sessegnon," D(L),M(LR)",70
23,23,23,183,361726,Gedson Fernandes, M(CR),71
27,27,20,185,384064,Troy Parrott," AM(CLR),FW",73
0,0,30,184,81523,Mathew Ryan, GK,82
9,9,29,185,238940,Thomas Partey," D(R),M(CR)",77
11,11,24,190,334087,Gabriel Magalhães, D(C),78
12,12,23,178,247454,Martin Ødegaard, AM(CR),68
19,19,27,186,141841,Rúnar Rúnarsson, GK,78
3,3,25,178,299272,Ben Chilwell," D(L),M(L)",77
6,6,37,183,28550,Thiago Silva, D(C),79
12,12,26,180,130903,Timo Werner," AM(CLR),FW",75
16,16,29,180,115868,Hakim Ziyech, M(CLR),65
19,19,23,188,326413,Kai Havertz," M(CR),FW",83
20,20,30,197,321390,Édouard Mendy, GK,86
1,1,25,190,381527,Nathaniel Phillips, D(C),0
2,2,31,174,74939,Thiago, M(C),70
5,5,23,178,322176,Caoimhín Kelleher, GK,74
8,8,25,178,235755,Diogo Jota," AM(CLR),FW",68
13,13,22,187,356743,Ozan Kabak, D(C),86
14,14,21,195,401782,Rhys Williams, D(C),0
26,26,26,178,301455,Kostas Tsimikas, D(L),77
10,10,37,188,8155,Scott Carson, GK,85
11,11,25,186,313171,Rúben Dias, D(C),76
16,16,22,184,349760,Ferran Torres," AM(LR),FW",77
22,22,27,191,145473,Zack Steffen, GK,86
23,23,19,0,401254,Liam Delap, FW,0
6,6,29,181,125793,Alex Telles," D(L),M(L)",71
8,8,20,178,413211,Anthony Elanga, AM(LR),0
12,12,20,173,386634,Amad Diallo, AM(R),72
15,15,35,184,24328,Edinson Cavani," AM(LR),FW",71
16,16,25,188,304008,Dean Henderson, GK,85
22,22,25,184,275035,Donny van de Beek, M(C),76
25,25,19,177,416207,Hannibal Mejbri, Midfielder,0
26,26,18,170,410512,Shola Shoretire, Forward,0
27,27,19,185,413631,William Fish, Defender,0
4,4,27,187,101859,Pierre-Emile Højbjerg, M(C),84
8,8,30,185,94042,Matt Doherty," D(LR),M(LR)",80
9,9,25,178,362275,Sergio Reguilón," D(L),M(L)",68
15,15,24,180,302312,Joe Rodon, D(C),70
20,20,27,190,363077,Carlos Vinícius, FW,86
23,23,18,180,407154,Dane Scarlett, FW,76
4,4,23,188,377283,Takehiro Tomiyasu, D(CR),70
5,5,24,186,322036,Ben White," D(CR),DMC",78
13,13,24,188,316858,Aaron Ramsdale, GK,77
16,16,22,173,349102,Albert Sambi Lokonga, DMC,67
20,20,22,183,379790,Nuno Tavares," D(L),M(L)",75
25,25,21,178,384065,Folarin Balogun, FW,66
7,7,23,190,353292,Trevoh Chalobah," D(CR),DMC",75
20,20,23,182,322747,Malang Sarr, D(CL),73
24,24,27,184,112161,Saúl Ñíguez," D(CL),M(CLR)",76
2,2,25,178,377168,Luis Díaz, AM(L),65
13,13,23,194,345957,Ibrahima Konaté, D(C),95
25,25,19,0,425568,Tyler Morton, DMC,0
26,26,17,0,408662,Kaide Gordon, Forward,0
9,9,27,175,113069,Jack Grealish," AM(CL),FW",68
22,22,20,182,395692,Cole Palmer, Midfielder,0
23,23,19,0,425574,CJ Egan-Riley, Defender,0
24,24,19,0,425576,James McAtee, Midfielder,0
25,25,19,175,416803,Kayky, Forward,68
0,0,37,187,5583,Cristiano Ronaldo," M(L),FW",83
9,9,29,191,93206,Raphaël Varane, D(C),81
10,10,22,180,346300,Jadon Sancho, AM(CLR),76
27,27,18,180,437022,Alejandro Garnacho, Midfielder,80
2,2,25,187,303657,Rodrigo Bentancur, M(C),72
3,3,22,186,355855,Dejan Kulusevski," AM(CR),FW",80
7,7,24,185,323663,Cristian Romero, D(C),79
8,8,23,181,328512,Emerson Royal," D(R),M(R)",79
23,23,21,175,368519,Bryan Gil, AM(CLR),60
0,0,38,180,4173,Arjen Robben," M(CLR),FW",80
2,2,33,185,37099,Thomas Müller," M(CLR),FW",76
3,3,45,187,584,Mark van Bommel," D(C),DMC,M(R)",85
4,4,44,197,2179,Daniel Van Buyten, D(C),96
5,5,39,170,9016,Franck Ribéry," AM(CL),FW",72
6,6,38,170,5570,Philipp Lahm," D(R),DMC",66
8,8,43,182,3467,Ivica Olic," AM(LR),FW",85
9,9,37,189,6255,Mario Gomez, FW,89
10,10,32,177,70097,Diego Contento," D(L),M(L)",74
11,11,48,191,256,Jörg Butt, GK,91
12,12,33,189,29943,Holger Badstuber, D(CL),83
13,13,40,171,17746,Danijel Pranjic," D(L),M(C)",70
14,14,45,196,164,Luca Toni, FW,88
15,15,43,181,4801,Anatoliy Tymoshchuk, DMC,75
16,16,30,180,39722,David Alaba," D(CL),M(CL)",78
17,17,39,176,18869,Edson Braafheid, D(L),76
18,18,44,184,374,Miroslav Klose, FW,84
19,19,37,186,6554,Andreas Ottl, M(C),78
20,20,35,178,19789,Alexander Baumjohann, M(C),75
21,21,38,190,6220,Michael Rensing, GK,93
22,22,37,179,18916,José Sosa, M(CLR),72
23,23,39,183,5474,Hamit Altintop, M(CR),83
24,24,32,191,29247,Breno, D(C),85
0,0,38,191,8096,Stefan Kießling, FW,81
1,1,32,183,31772,Toni Kroos, M(C),76
2,2,32,170,76635,Burak Kaplan, Midfielder,64
3,3,37,178,9719,Tranquillo Barnetta, M(CLR),70
4,4,40,191,6427,Simon Rolfes, M(C),83
5,5,35,180,25008,Arturo Vidal, M(CR),75
6,6,48,195,8,Sami Hyypiä," D(C),DMC",88
7,7,34,191,26176,Eren Derdiyok, FW,90
8,8,43,189,5627,Manuel Friedrich, D(C),87
9,9,34,186,25716,Renato Augusto," M(CLR),FW",86
10,10,35,172,13423,Gonzalo Castro," D(L),M(CR)",72
11,11,33,189,40942,Stefan Reinartz, M(C),87
12,12,34,186,30993,Daniel Schwaab," D(CR),DMC",76
13,13,37,185,18315,Michal Kadlec, D(CL),76
14,14,32,196,36383,Fabian Giefer, GK,93
15,15,33,185,29940,Lars Bender," D(CR),M(CR)",78
16,16,37,191,24090,René Adler, GK,85
17,17,38,182,6670,Patrick Helmes," AM(L),FW",82
18,18,46,178,3119,Hans Sarpei, D(C),73
19,19,36,193,6673,Lukas Sinkiewicz, Defender,92
20,20,34,178,21082,Assimiou Touré, Defender,78
21,21,42,179,11622,Theofanis Gekas, FW,76
22,22,49,178,5493,Thomas Zdebel, Midfielder,78
23,23,31,184,86174,Thanos Petsos, M(C),80
1,1,37,187,20055,Lucas Barrios, FW,83
2,2,33,191,21541,Mats Hummels, D(C),94
3,3,36,175,21988,Jakub Blaszczykowski," D(R),M(CR)",71
4,4,42,187,9014,Patrick Owomoyela, D(R),87
5,5,40,172,1518,Mohamed Zidan," AM(C),FW",71
6,6,33,193,25482,Neven Subotic, D(C),83
7,7,42,187,842,Sebastian Kehl, M(C),87
8,8,34,186,31005,Kevin Großkreutz," D(LR),M(CLR)",78
9,9,38,178,5626,Nelson Haedo Valdez," AM(R),FW",73
10,10,33,186,22589,Sven Bender," D(C),M(C)",79
11,11,34,180,43364,Marcel Schmelzer," D(CL),M(L)",74
12,12,44,176,1430,Dedê, D(C),69
13,13,36,194,28839,Felipe Santana," D(C),DMC",88
14,14,42,190,5490,Roman Weidenfeller, GK,90
15,15,41,167,6401,Tamás Hajnal, M(C),67
16,16,44,170,12475,Tinga, AM(C),62
17,17,32,187,74789,Damien Le Tallec," D(C),DMC",80
18,18,31,190,82699,Marco Stiepermann," D(L),M(CLR)",86
19,19,39,183,14601,Dimitar Dimitrov Rangelov, FW,80
20,20,40,183,5759,Markus Feulner," D(LR),M(CR)",82
21,21,31,184,77436,Julian Koch," D(R),DMC",79
22,22,46,193,5760,Marc Ziegler, Goalkeeper,92
23,23,30,176,80382,Mario Götze," M(CLR),FW",75
24,24,36,189,14179,Uwe Hünemeier, D(C),87
0,0,35,178,14182,Pirmin Schwegler, M(C),74
1,1,39,196,5486,Alexander Meier," M(C),FW",96
2,2,44,185,4681,Chris," D(CL),M(R)",78
3,3,38,179,6540,Patrick Ochs, D(R),71
4,4,41,190,2911,Maik Franz, D(CLR),87
5,5,37,190,13753,Marco Russ," D(C),DMC",88
6,6,42,180,9680,Aleksandar Vasoski, D(L),78
7,7,42,172,6268,Benjamin Köhler," D(C),M(CR),FW",66
8,8,40,181,4212,Ioannis Amanatidis, FW,80
9,9,39,178,23523,Ricardo Clark, M(C),73
10,10,39,186,5533,Halil Altintop," AM(C),FW",75
11,11,37,174,25869,Ümit Korkmaz, AM(L),74
12,12,36,186,28553,Caio Cesar," AM(C),FW",82
13,13,36,175,12356,Markus Steinhöfer, D(R),69
14,14,48,187,5475,Oka Nikolov, GK,86
15,15,43,182,2258,Zlatan Bajramovic, M(C),73
16,16,32,179,71852,Sebastian Jung, D(R),72
17,17,44,175,7043,Christoph Spycher, D(C),79
18,18,41,185,4423,Selim Teber, M(CR),83
19,19,47,187,12392,Nikos Liberopoulos, FW,82
20,20,36,185,36436,Nikola Petkovic, D(C),78
21,21,31,191,33133,Juvhel Tsoumou, Forward,88
22,22,31,183,77438,Cenk Tosun, FW,78
23,23,35,181,29624,Martin Fenin, Forward,70
24,24,37,190,7551,Jan Zimmermann, GK,86
25,25,36,175,21653,Marcel Heller, M(LR),70
26,26,32,182,81975,Marcel Titsch Rivero, M(C),76
27,27,41,181,1350,Christoph Preuß, Midfielder,72
28,28,30,178,77437,Marcos Álvarez," AM(L),FW",80
29,29,33,197,23592,Ralf Fährmann, GK,98
0,0,40,180,6099,Zvjezdan Misimovic," AM(C),FW",79
2,2,37,189,11269,Christian Gentner, M(CLR),81
3,3,43,170,16315,Josué, M(C),66
4,4,43,189,15104,Grafite, FW,88
5,5,41,183,10110,Ricardo Costa, D(C),80
6,6,39,176,5498,Sascha Riether, D(R),72
7,7,39,194,10714,Diego Benaglio, GK,89
8,8,35,194,36152,Marwin Hitz, GK,89
9,9,38,180,16954,Makoto Hasebe," D(CR),M(CR)",72
10,10,37,171,5252,Obafemi Martins, FW,70
11,11,48,191,4550,André Lenz, GK,92
12,12,38,184,10154,Marcel Schäfer," D(L),M(L)",75
13,13,41,187,6075,Andrea Barzagli, D(CR),87
14,14,35,177,28800,Peter Pekarík," D(LR),M(R)",73
15,15,40,196,5630,Alexander Madlung, D(C),95
16,16,40,169,21460,Karim Ziani, DMC,66
17,17,40,181,14173,Jonathan Santana, DMC,80
18,18,34,183,30577,Fabian Johnson," D(LR),M(CLR)",74
19,19,40,184,2796,Cristian Zaccardo, D(CR),77
20,20,36,181,10249,Ashkan Dejagah, M(LR),77
21,21,35,187,30153,Jan Simunek, D(L),79
22,22,43,180,758,Sebastian Schindzielorz, Midfielder,74
23,23,39,183,3667,Thomas Kahlenberg, M(C),72
24,24,38,176,5763,Daniel Baier, M(C),75
25,25,32,182,66696,Alexander Esswein," AM(CLR),FW",85
5,5,35,187,43369,Luiz Gustavo," D(C),M(C)",78
18,18,34,187,35931,Thomas Kraft, GK,85
2,2,33,184,29239,Domagoj Vida, D(CR),76
3,3,34,174,29742,Sidney Sam, M(CLR),68
18,18,41,182,2989,Hanno Balitsch," D(R),M(C)",81
19,19,31,190,72595,Nicolai Jørgensen, FW,83
1,1,34,193,34595,Mitchell Langerak, GK,81
11,11,37,184,11090,Lukasz Piszczek," D(CR),M(R)",79
13,13,34,185,29400,Robert Lewandowski, FW,81
14,14,44,178,6587,Antônio da Silva, AM(R),76
0,0,34,183,24886,Georgios Tzavellas, D(CL),79
8,8,31,180,65581,Sebastian Rode," D(R),M(C)",71
18,18,30,190,93961,Kevin Kraus, D(C),91
20,20,29,179,90966,Sonny Kittel," AM(CLR),FW",71
25,25,29,193,101378,Julian Dudda, Defender,88
0,0,37,174,7417,Diego, M(CLR),78
3,3,36,190,24088,Mario Mandzukic," M(L),FW",85
6,6,43,186,3725,Arne Friedrich," D(CL),DMC",78
7,7,33,190,20769,Simon Kjaer, D(C),86
12,12,41,181,12225,Jan Polák, M(C),80
15,15,38,181,20753,Cícero, M(CLR),72
17,17,30,185,90993,Tolga Cigerci, M(CLR),80
19,19,40,182,10180,Tuncay Sanli," M(L),FW",70
21,21,33,183,86497,Koo Ja-Cheol, M(CLR),74
24,24,36,185,22820,Dieumerci Mbokani, FW,79
11,11,37,172,13755,Rafinha," D(CLR),M(R)",65
16,16,36,193,13754,Manuel Neuer, GK,93
17,17,30,178,71692,Takashi Usami, AM(LR),69
20,20,33,188,29749,Nils Petersen, FW,84
13,13,33,186,43589,Ömer Toprak, D(C),83
16,16,31,170,82079,Michael Ortega, Midfielder,69
19,19,29,187,94934,Danny da Costa," D(R),M(R)",87
20,20,28,183,110165,Dominik Kohr, DMC,77
21,21,33,185,67925,Bastian Oczipka," D(CL),M(L)",85
22,22,32,184,91060,Karim Bellarabi," M(CLR),FW",81
24,24,28,180,110166,Samed Yesil, Forward,72
7,7,33,175,101664,Chris Löwe," D(CL),M(L)",67
15,15,33,186,70524,Ivan Perisic," M(CLR),FW",80
20,20,29,174,91159,Moritz Leitner, M(CR),69
21,21,40,187,4461,Florian Kringe, M(C),83
4,4,35,180,20626,Christian Träsch," D(R),M(C)",75
6,6,30,181,61610,Ricardo Rodríguez," D(CL),M(L)",78
8,8,35,189,33840,Felipe, D(C),79
10,10,36,172,22652,Vieirinha," D(R),M(LR)",70
13,13,31,164,33699,Yohandry Orozco, Midfielder,59
16,16,41,185,2369,Aliaksandr Hleb, M(C),74
19,19,45,177,729,Hasan Salihamidzic, DMC,71
20,20,36,180,42673,Petr Jirácek, M(CL),77
21,21,30,191,108090,Bjarne Thoelke, D(C),84
24,24,33,180,27976,Giovanni Sio," AM(LR),FW",78
25,25,31,192,77471,Sebastian Polter," AM(R),FW",94
26,26,30,174,53168,Ibrahim Sissoko, AM(CLR),71
27,27,33,185,77468,Michael Schulze, D(R),82
28,28,32,192,38926,Rasmus Jönsson, Forward,71
31,31,40,184,3099,Thomas Hitzlsperger, AM(C),82
32,32,38,186,13751,Srdjan Lakic, FW,84
33,33,30,189,100591,Robin Knoche, D(C),84
34,34,28,184,108919,Maximilian Arnold, M(CR),74
35,35,37,184,19314,Hrvoje Cale, Defender,76
4,4,41,194,10168,Tom Starke, GK,98
7,7,34,192,14091,Javi Martínez," D(C),M(C)",86
15,15,38,188,6683,Dante, D(C),87
18,18,43,184,217,Claudio Pizarro," AM(C),FW",84
1,1,30,173,106883,Daniel Carvajal, D(R),73
6,6,35,191,13757,Sebastian Boenisch, D(CL),90
8,8,33,194,86173,Philipp Wollscheid, D(C),88
15,15,34,193,35366,Jens Hegeler," D(C),M(CR)",86
16,16,36,177,33736,Hajime Hosogai," D(LR),M(C)",68
18,18,34,184,97161,Junior Fernandes," AM(LR),FW",77
20,20,28,186,104257,Arkadiusz Milik," AM(C),FW",80
21,21,28,172,121205,Okan Aydin, Midfielder,62
2,2,33,180,41330,Marco Reus," M(CLR),FW",71
13,13,30,176,115163,Jonas Hofmann, M(CLR),73
15,15,28,171,100805,Leonardo Bittencourt," M(CLR),FW",63
18,18,40,182,5513,Oliver Kirch," D(R),M(C)",76
20,20,33,187,44800,Julian Schieber, FW,87
22,22,31,194,66499,Bálint Bajner, Forward,90
4,4,34,189,43395,Anderson, D(C),86
5,5,33,185,33134,Carlos Zambrano, D(C),77
6,6,34,169,38820,Takashi Inui, AM(CLR),63
9,9,32,189,66424,Kevin Trapp, GK,88
10,10,35,183,14166,Stefan Aigner," AM(CLR),FW",73
12,12,35,177,20151,Constant Djakpa, D(L),74
13,13,42,189,6810,Heiko Butscher," D(C),DMC",88
14,14,26,173,116466,Marc Stendera, M(C),72
15,15,27,186,116465,Marc Oliver Kempf, D(C),87
16,16,40,185,7101,Olivier Occean, FW,86
18,18,38,190,14164,Martin Lanig, M(C),79
19,19,35,185,18104,Vadim Demidov, D(C),80
20,20,33,171,26474,Stefano Celozzi," D(R),DMC,M(R)",74
21,21,37,184,20489,Karim Matmour," M(CR),FW",78
22,22,35,177,20107,Erwin Hoffer, FW,72
25,25,29,188,103658,Aykut Özer, GK,80
26,26,39,188,24276,Dorge Kouemaha, AM(L),86
1,1,40,198,14172,Naldo, D(C),91
3,3,33,168,102166,Fagner, D(R),67
15,15,39,191,5720,Emanuel Pogatetz, D(C),90
16,16,33,196,34323,Bas Dost, FW,89
20,20,31,182,63012,Slobodan Medojevic, DMC,77
25,25,32,189,98825,Ferhan Hasani, Forward,76
21,21,28,194,116470,Lukas Raeder, Goalkeeper,87
22,22,31,195,69609,Jan Kirchhoff," D(C),DMC",82
23,23,28,179,141906,Ylli Sallahi, D(L),81
24,24,28,177,108914,Mitchell Weiser," D(R),M(R)",70
4,4,42,186,7905,Emir Spahic, D(C),81
8,8,37,182,6624,Roberto Hilbert," D(R),M(R)",80
11,11,32,178,82961,Giulio Donati," D(LR),M(R)",76
14,14,35,169,21019,Andrés Guardado," D(L),M(CL)",60
16,16,26,185,141556,Julian Brandt," M(CLR),FW",83
18,18,28,178,106486,Konstantinos Stafylidis," D(LR),DMC,M(L)",74
19,19,33,179,32078,Robbie Kruse," AM(CLR),FW",70
21,21,26,184,134756,Levin Öztunali, M(CLR),81
23,23,28,172,141925,Ryu Seung-Woo, Midfielder,67
7,7,30,182,115165,Erik Durm," D(LR),M(LR)",70
14,14,30,177,119563,Milos Jojic, M(CLR),79
23,23,28,188,115509,Marvin Ducksch, FW,79
24,24,27,188,123996,Marian Sarr, Defender,83
25,25,28,184,116944,Koray Günter, D(C),79
2,2,32,192,74603,Joselu, FW,80
9,9,36,170,15539,Stephan Schröck," D(R),M(R)",71
14,14,34,190,31839,Johannes Flum," D(C),M(C)",82
17,17,30,181,69477,Václav Kadlec," AM(R),FW",77
20,20,36,186,13746,Jan Rosenthal," M(C),FW",76
21,21,33,180,102352,Marvin Bakalorz, M(C),78
25,25,37,170,8124,Tobias Weis, M(C),67
26,26,32,190,80426,Felix Wiedwald, GK,82
9,9,28,181,115573,Junior Malanda, DMC,78
13,13,34,182,82362,Daniel Caligiuri," D(R),M(CLR),FW",80
15,15,30,177,91029,Willi Evseev, Midfielder,73
18,18,34,193,77114,Timm Klose, D(C),87
22,22,33,194,133431,Stefan Kutschke, FW,95
23,23,35,190,51428,Max Grün, GK,85
2,2,40,183,4961,Xabi Alonso, M(C),80
5,5,29,177,106894,Juan Bernat," D(L),M(CL)",67
10,10,35,189,29888,Medhi Benatia, D(C),94
24,24,26,178,255779,Sinan Kurt, Midfielder,74
25,25,25,179,234324,Gianluca Gaudino, M(C),74
26,26,28,183,278877,Lukas Görtler," AM(R),FW",75
2,2,29,178,132273,Wendell," D(CL),M(L)",72
7,7,30,185,33063,Kyriakos Papadopoulos, D(C),87
9,9,28,178,110373,Hakan Çalhanoglu," M(CLR),FW",76
13,13,26,185,125095,Tin Jedvaj, D(CLR),81
17,17,30,183,83588,Josip Drmic," AM(LR),FW",81
21,21,28,181,101112,Vladlen Yurchenko, M(C),74
15,15,28,191,110182,Matthias Ginter," D(CR),DMC",86
16,16,31,178,80994,Kevin Kampl, M(CLR),66
18,18,27,176,262879,Jeremy Dudziak," D(LR),M(CL)",70
19,19,36,184,24420,Adrián Ramos, FW,78
22,22,26,173,238732,Mitsuru Maruoka, Midfielder,64
23,23,30,175,110185,Joseph-Claude Gyau," D(R),M(LR)",75
25,25,32,185,70141,Ciro Immobile, FW,78
2,2,30,189,74016,Haris Seferovic," AM(LR),FW",85
4,4,26,183,243758,David Kinsombi," D(C),M(C)",74
7,7,32,187,69467,Timothy Chandler," D(R),M(LR)",84
11,11,31,177,71862,Aleksandar Ignjovski," D(LR),M(CLR)",71
23,23,26,181,148484,Luca Waldschmidt," AM(CLR),FW",74
25,25,43,186,5517,Timo Hildebrand, GK,80
10,10,32,188,70105,Josuha Guilavogui," D(C),M(C)",77
20,20,36,183,10161,Aaron Hunt," M(CLR),FW",73
1,1,32,172,68889,Douglas Costa, M(CLR),70
2,2,26,180,125883,Kingsley Coman," M(LR),FW",76
18,18,27,177,283323,Joshua Kimmich," D(CR),DMC,M(R)",75
20,20,35,186,13762,Serdar Tasci, D(C),80
22,22,34,192,35506,Sven Ulreich, GK,87
24,24,26,186,298436,Milos Pantovic, AM(CLR),77
2,2,26,195,134946,Jonathan Tah, D(C),98
6,6,25,183,296769,Benjamin Henrichs," D(LR),DMC,M(LR)",79
10,10,31,191,102365,Christoph Kramer, DMC,76
12,12,33,171,25657,Charles Aránguiz, M(C),68
19,19,31,183,41881,Admir Mehmedi," M(CLR),FW",78
20,20,30,182,98101,André Ramalho," D(C),DMC",78
22,22,40,194,13443,David Yelldell, Goalkeeper,92
23,23,26,181,296770,Marlon Frey, DMC,78
26,26,38,196,34732,Dario Kresic, Goalkeeper,96
8,8,27,186,142318,Julian Weigl," D(C),DMC",72
18,18,35,175,66209,Park Joo-Ho," D(L),DMC",71
21,21,24,170,312843,Felix Passlack," D(LR),M(CR)",74
22,22,31,187,63936,Roman Bürki, GK,85
2,2,39,173,7421,Szabolcs Huszti, M(CLR),72
6,6,36,188,23199,David Abraham, D(C),83
8,8,32,192,64846,Lukás Hrádecky, GK,83
10,10,33,170,35433,Marco Fabián," AM(CR),FW",64
12,12,34,183,19956,Änis Ben-Hatira, M(CLR),82
15,15,29,188,82646,Luc Castaignos, FW,85
18,18,26,176,297236,Yanni Regäsel, D(R),72
19,19,27,175,300318,Mijat Gacinovic, M(CLR),67
23,23,26,176,292096,Joel Gerezgiher, Midfielder,71
26,26,27,184,129171,Kaan Ayhan," D(CR),DMC",84
29,29,24,184,301109,Nico Rinderknecht, Midfielder,79
0,0,30,188,115161,Marcel Halstenberg," D(CL),M(L)",87
1,1,33,189,37940,Stefan Ilsanker," D(CR),DMC",85
2,2,29,186,104917,Willi Orbán, D(C),87
3,3,30,177,141716,Emil Forsberg," AM(CLR),FW",76
4,4,37,185,18639,Marvin Compper, D(C),80
5,5,34,171,91067,Dominik Kaiser, M(CR),69
6,6,30,172,133886,Diego Demme, DMC,71
7,7,28,178,92051,Marcel Sabitzer," M(CLR),FW",76
8,8,28,192,132943,Yussuf Poulsen," AM(R),FW",84
9,9,29,196,86191,Atinç Nukan, D(C),86
10,10,26,187,143600,Lukas Klostermann," D(CLR),M(R)",88
11,11,31,180,69630,Stefan Hierländer, Midfielder,73
12,12,27,194,137852,Davie Selke, FW,88
13,13,29,178,93937,Massimo Bruno, AM(CLR),74
14,14,30,186,115565,Anthony Jung," D(CL),M(L)",83
15,15,31,183,76513,Georg Teigl," D(R),M(R)",77
16,16,26,178,299057,Ken Gipson, Defender,69
17,17,32,191,67369,Péter Gulácsi, GK,86
18,18,41,197,21083,Fabio Coltorti, GK,98
19,19,28,189,110266,Rani Khedira," D(C),DMC",86
20,20,38,188,132946,Tim Sebastian, D(C),79
21,21,27,185,143463,Zsolt Kalmár, AM(CL),78
22,22,28,184,243509,Nils Quaschner," AM(L),FW",81
23,23,24,188,330505,Idrissa Touré, Midfielder,76
1,1,29,185,96449,Julian Draxler," AM(CLR),FW",72
8,8,30,197,73797,Koen Casteels, GK,78
14,14,34,180,31552,Max Kruse," M(CLR),FW",76
